time;x;y;z;w;velocidad;voltaje
16:22:19:184;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:205;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:207;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:214;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:224;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:234;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:244;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:254;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:265;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:274;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:284;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:294;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:304;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:314;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:324;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:335;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:344;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:354;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:364;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:374;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:384;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:394;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:404;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:414;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:424;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:434;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:444;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:454;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:464;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:474;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:485;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:494;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:504;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:524;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:544;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:514;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:534;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:569;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:570;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:574;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:584;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:594;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:605;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:625;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:614;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:635;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:644;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:654;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:664;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:674;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:684;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:694;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:704;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:714;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:724;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:734;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:744;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:754;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:764;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:774;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:784;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:794;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:804;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:844;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:825;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:834;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:814;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:854;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:864;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:874;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:884;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:894;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:904;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:914;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:924;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:934;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:944;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:954;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:964;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:974;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:984;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:19:994;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:004;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:014;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:024;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:034;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:044;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:056;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:064;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:074;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:084;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:094;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:105;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:114;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:124;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:134;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:144;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:154;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:164;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:174;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:184;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:194;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:204;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:223;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:224;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:235;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:244;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:254;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:264;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:274;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:284;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:294;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:304;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:315;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:325;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:334;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:344;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:354;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:364;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:374;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:384;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:394;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:404;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:414;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:425;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:435;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:444;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:454;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:464;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:474;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:484;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:494;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:504;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:514;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:524;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:534;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:544;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:554;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:564;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:574;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:584;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:594;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:605;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:614;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:624;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:721;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:732;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:734;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:744;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:754;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:764;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:774;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:784;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:794;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:804;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:814;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:824;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:834;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:844;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:854;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:864;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:874;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:884;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:894;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:904;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:914;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:924;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:935;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:947;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:954;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:964;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:974;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:984;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:20:994;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:004;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:014;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:024;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:034;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:044;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:054;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:064;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:074;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:084;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:094;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:104;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:114;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:124;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:134;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:144;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:154;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:164;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:174;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:184;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:194;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:204;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:214;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:224;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:243;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:244;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:255;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:264;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:274;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:285;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:294;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:305;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:315;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:324;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:334;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:344;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:354;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:364;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:374;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:384;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:394;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:404;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:414;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:424;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:434;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:444;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:454;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:464;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:474;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:484;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:494;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:504;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:514;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:524;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:534;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:544;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:554;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:564;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:574;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:584;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:594;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:604;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:614;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:634;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:624;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:644;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:654;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:664;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:674;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:684;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:694;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:704;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:714;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:724;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:734;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:753;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:754;17281;6740;7585;6406;DF;ADFBDFCDFDEF
16:22:21:764;17281;6740;7585;6406;DF;ADFBDFCDFDEF
